username,rating,comment
d*****1,5,买来送朋友的。delivery很快，但是礼盒比想象中的小个。零食都是小小的，看起来都不错啦。谢谢卖家
c*****g,5,"Fast delivery, good packing, friendly seller, this is my third time repeat order from them, strong recommended."
c*****g,5,"Fast delivery, good packaging, repeat buy from this seller around 5 times already, strong recommended."
c*****1,5,Received with good condition 👍🏼👍🏼 Thank you seller for you service
s*****2,5,"东西很好
物廉价美(´▽｀)ノ♪
很快就收到货
收到的时候包装完整
谢谢🦀
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
m*****4,5,"Fast delivery! Recommended seller 👍🏻
Well packaging & cute❤"
boehon94,5,"Design & Wrapping:Very Nice！
Value for Money:超便宜的好吧！

服务真的超级好的～因为是要送给朋友的东西，所以很着急。谢谢小哥哥或小姐姐不厌其烦的回答我的问题～"
pekannanastokgongshop,5,"Value for Money:包裝很獨特 送禮讓人開心 看了就是眼前一亮 可愛獨特

感謝有幫忙代寄卡片 感恩 讓人能大方送禮 Quality也很好"
a*****y,5,good wrapping good product quality good and fast delivery partner service will purchase again with this seller thank you
j*****t,5,"Value for Money:Worth every money spent.
Design & Wrapping:The box is kept in another box. No flaws on the actual box.

Received the item in good condition. Bought as a gift for my friend and she likes it!😆 The food inside are all good and nice. Seller is also very responsive. Overall I'm satisfied 👍🏻👏🏻😄"
j*****1,5,"Value for Money:Good value for money
Design & Wrapping:Excellent

Good packing 👍 good seller 👍 good delivery service 🚚 👍"
xuanerr0402,5,"Fast Shipping🌹
Good packing from the seller❣️❣️
receive in good condition❣️❣️"
winnie1207_93,5,"第二次购买咯
客服服务很好噢！快回复
幸好淹水的情况没有影响到…不然商家损失大了，我又要再想送什么🎁了😂"
l*****i,5,商家都会实时回复 包裹很及时发货 好评
vivianhu0214,5,Receive in good condition ♥️my friend so love it very good service good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good 好好好
limcherhoong,5,"The amount of variety is really good, not just many of the same items! Recommended."
kahyee_meowww,5,"Value for Money:Good product, my friend likes it
Design & Wrapping:Good wrapping, the box didn't dent

Fast delivery"
kitchkaki2u,5,卖家服务很好 回复很快 ，寄货方面也很快昨天寄 今天就到了。满星。女朋友收到后也很满意很满意， 下次可以再买给其他女朋友 。好评。
smallswallowng,5,"Kids happy with the surprise box. Just that some food comes in spicy. Overall, the service is good and the food taste nice."
joannachai3897,5,Good service and delivery well. Very nice. Seller fast delivery bz the area same the seller. My friends before birthday received the 🎁.
rubyangela_06,5,"Good customer service attitude and excellent logistics! Well.. the goods is protected, Almost,hahah Erm...get 5star review! High praise! Will shop again"
p*****g,5,Fast Delivery! The seller is so nice 😉 I buy for my friend and she love it! Everything is fine when delivered. Good service! Will come back again for my next purchase. ✨
y*****g,5,all the product areinthegoodcondition，fastdeliveryandthesellerverynice.
r*****7,5,Nice. The seller shipped out fast. The packaging is cute and my friend likes it a lot.
jia78843,5,"Very fast delivery, my nephew received it on the second day.. he loves it.. thank you"
blurblur,5,"Direct send to friends house, thanks for fast delivery so the item can reach on time 🥳"
e*****1,5,"VERY FAST DELIVERY AS JUST 2DYS CAN REACH US d.
GOOD PRODUCT QUALITY & TASTE 👍🏻👍🏻👍🏻"
l*****3,5,"Fast delivery, 💯 recommend 😍 tq seller for helping write the great card"
c*****r,5,零食收到了哦 卖家人真好 好服务又贴心 没让我的祝福迟到 不到24小时里面就把货物送到客人手里了 非常感谢您 也祝卖家您中秋节快乐 生意兴隆哈
w*****4,5,"Fast delivery and good value for money 💰 thanksss
只是很多饼干碎掉了😆"
leeling_1117,5,"Good packaging, my friend is also very happy and satisfied☺️"
serenasoh,5,"So fast delivery service, bought for friend and she loves it!"
c*****5,5,Received with well packaging. Purchase on 11.11 and received on 13.11.
l*****e,5,Definitely a good choice for a birthday present!!!!!!!!!!
qiqi.725,5,"盒子完好无损！！！
14号买16号就到！！！速度快
里面零食，一样都没有少，！！！
5星好评~🌟🌟🌟🌟🌟"
b*****2,5,送给朋友的生日礼物，卖家很快寄出然后选的零食也都不错 看起来很好吃 推荐购买 recommend! ☺️☺️
yongtan1101,5,还ok
anniefoo88,5,
kongpuiying,5,
l*****e,5,"Value for Money:性价比很高
Design & Wrapping:挺好的，货物也没有损坏

有问题客服也会解惑，非常感谢。朋友也和我说很喜欢。食物都挺多种类，挺不错的"
x*****8,5,"Thank you for your careful packing. Package received, product intact. The delivery speed is also very fast. Cheap and easy to use. The products are all right, just like the pictures. Sincerely recommend it to interested buyers, and I will visit again. I'm very satisfied, thank you. ⭐️⭐️⭐️⭐️⭐️"
x*****e,5,看着有点少的感觉😂😂，不过我还都蛮喜欢吃的。
sonialee01,5,
k*****g,5,有一两种零食重复，盒子有一点凹进去了但没什么大碍
c*****1,5,
u*****1,5,不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
a*****1,5,Value for Money:超快的
wannee828,5,The box so cute 😍 Is a good choice for birthday present. Love it.
cctte,4,Packaging no damage. The snacks still have a long due expiry date. But there are red ants around the gift boxes (found a few inside the boxes). Have to wipe off each of the snacks to make sure ants are not sticking on it. 
tkskiller,5,收到了！卡片也做得蛮精致，虽然零食不是我想要的，不过拿来送礼很不错👍
wendymaggie25,5,客服服务好和友善👍🏻礼盒出货速度也快👍🏻送给朋友当生日礼物，朋友很满意❤️
f*****4,5,
alvinlyc95,5,"物流很快。
第二天就收到了。
包装也很好，收到时完好无损。
零食很多，价格亲民，盒子也很漂亮。
卖家也提供代写卡片的服务。
回复信息也很快。

整体来说，卖家服务不错。
值得推荐。"
l*****0,5,Good seller and items are all received in good condition. It serves as a good choice to be a birthday present. My younger sister was surprised when she received it and she loves all the special snacks inside the big box soooooo much.
peiling018,5,"零食种类很多， 就是盒子比想象中来的小些😂
用来送小朋友的话还是很适合的。盒子完好，包裹还贴着易碎品的贴子，里面也包着一层bubble wrap"
b*****u,4,Delivery is fast. Seller is patient and try to fulfill my request on the birthday card design. My friend pretty likes the gift box and card as well. unfortunately the box get abit spoilt on the corner by the courier services. But overall is ok.
